Title of Book or Manuscript,file_name,page #,Book or Manuscript,Title of Poem,text,DocSoutTrascription
The poetical works of George M. Horton,poeticalworksofg00hort_0028.jpg,28,Book,,"24

This place is a banquet ef glory,
Which rings with the ditties of May.

The chamber of Chatham and Dolly,
A place of a comical play,
Gave place unto Lovel’s fine folly,
The birds and sweet flowers of May.

Here Venus attends with her lover,
Here Floras their suitors betray,

And uncommon secrets discover,

. » Which break from the bosom of May.

Here ever young Hebe sits smiling,
The wonders of youth to portray,

Excluding old age from defiling
The lads and the lassies of May.

Call by, little stranger, one minute,
Your joy will reward your delay;

Come, feast with the lark and the linnet,
And drink of the waters of May.

Walk in, little mistress, be steady,
You ’r welcome a visit to pay;
All things in the chamber are ready,
Resolve to be married in May.

=
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0029.jpg,29,Book,,"ar

25

a DIRGE.

Seo of her Spouse, she sat arene in the
chamber.

pk AE pe 2a
Hast thou gone and left me, -
Void of faults but,strictly true ?
Fly far away .
Without. delay, ..
Adieu, my love, adieu.

Hast thou gone and left me, ;
Hence to seek another bride ?
I must be still, :
. Thou hast thy will, -.
, The world is free and wide.

Only, hadst thou told.me _.

Ere I drunk the bitter cup,
I could with shame, .,.
Now. bear the blame,

And freely give thee up.

Bat T’m left to ponder, . :
Now in the depth of sorrow’s foi: 3
Like some dull sprite,
In dead of night, __
Bewailing o’er her tomb.
¢
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0030.jpg,30,Book,,"26

Swiftly fly and weleome;

It is the fate of fools to rove ;
With whom I know
Wedlock is wo —

‘Without the stream of love:

Where constant love is wanting,
Pleasure has not long to dwell ;:
I view my fate,
Alas, too late !
So partner, fare thee well:

But, my love, remember,

Hence we meet and face to face,
Thy heart shall ache,
Thy soul shall quake,

The wretch of all disgrace.:

 

DEATH OF A FAVORITE CHAMBER MAID

O death, thy power I own,
Whose mission was to rush,
And snatch the rose, so quickly blown,
Down from its native bush;
The flower of beauty doom’d to pine,
Ascends from this to worlds divine.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0031.jpg,31,Book,,"27

Death is a joyful doom,

_ Let tears of sorrow dry,

The rose on earth but fades to bloom
And blossom in the sky.

Why Should the soul resist the hand

‘That bears her to celestial land.

Then, bonny bird, farewell,

Till hence we meet againf
Perhaps I have not long to dwell
Within this cumb’rous chain,

Till on elysian shores we meet,
‘Till grief is lost and j joy complete.

THE FEARFUL TRAVELLER IN THE’
HAUNTED CASTLE:

Oft do T hear those windows épe
And shut with dread surpiise,
And spirits murmur as they grope,’

But break not on the eyes.

Still fancy spies the winding sheet;
The phantom and the shroud;

And bids the pulse of horror beat
Throughout my ears aloud.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0032.jpg,32,Book,,"28
Some unknown finger thumps the door,
.. From one of faltering voice,

Till some one seems to walk the floor
With an alarming noise.

The drum of horror holds her sound,

. Which will not let me sleep,
When ghastly breezes float around,
And hidden goblins creep.

Methinks I hear some constant groan,
The din of all the dead,

While trembling thus I lie alone,
Upon this restless bed.

At length the blaze of morning broke
On my, impatient view, ae

And truth or fancy told the joke,
And bade the night adion

""Twas but the noise of Tiivling rats, e
. Which ran with all their speed,

Pursued in haste by hungry. cats,
Which on the vermin feed.

The cat growl’ das she held’ ‘her, prey,
Which shriek’d with all its might,

And drove the balm of sleep : away
Throughout the live-long night.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0033.jpg,33,Book,,"29

‘Those creatures crumbling off the. cheese
Which on the tablelay;

Some cats, too quick the rogues to seize,
With rumbling Jost their prey.

_Thus man is often his own elf,
.Who makes the night his ghost,
And shrinks with horror from himself,
Which i is to fear the most,

.TO CATHARINE.

rm love thee as,long as iz live,
Whate’er thy” condition may be;
All else but my life would I give,
-That thou wast as partial t to me.

J love thee a thou art fair,
‘And faney no other beside;
I languish thy pleasures to share,
Whatever my life may hetide.

""Il love thee whew youth's vital beam
Grows dim on the visage of cares;
‘And trace back on time’s rapid stream,
Thy beauty when sinking i in years, |

‘Though nature no longer i is gay,
WwW ith blooms which the simple adore,
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0034.jpg,34,Book,,"30

Let virtue forbid me to say,
That Cath’rine is lovely no more.

 

THE SWAN—VAIN PLEASURES,

The Swan which boasted mid the tide,
Whose nest was guarded by the wave, .
Floated for pleasure till she died,

And sunk beneath the flood to lave.

‘The bird of fashion drops her wing,
‘The rose-bush now declines to bloom;
The gentle breezes of the spring

No longer waft a sweet perfume.

Fair beauty with those lovely eyes,
Withers along her vital stream;

Proud fortune leaves her throne, and flies
From pleasure, as a flattering dream,

The eagle of exalted fame,

Which spreads his pinions far to sail,
Struggled to fan his dying flame,

Till pleasure pall’d in every gale,

And gaudy mammon, sordid gain,
Whose plume has faded, once so gay,
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0035.jpg,35,Book,,"31
Languishes mid her flowery train,
Whilst pleasure flies like fumes away.

Vain pleasures, O how short to last!
Like leaves which quick to ashes burn;
Which kindle from the slightest blast,
And slight to nothing:hence return.

THE POWERS OF LOVE.

It lifts the poor man from his cell
To fortune’s bright alcove ;

Its mighty sway few, few can tell,

Mid envious foes it conquers iil;
There’s nothing half like love.

» Ye weary strangers, void of rest,

Who late through life have strove,
Like the late bird which seeks its nest,
If you would hence in truth be blest,

Light on the bough of love.

The vagrant plebeian, void of friends,
Constrain’d through wilds to rove,

On this his safety whole depends,

One faithful smile his trouble ends,

_ A smile of constant love.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0036.jpg,36,Book,,"B3
jLhus did a captured wretch complain,
*'Imploring heaven above, —
,Till one with sympathetic pain,

Flew to his arms and broke the chain,
i

£

‘ And grief took iigiie from love.’

Let clouds of danger rise and roar,

And hope’s firm pillars move ; '
With storms behind and death before,
O grant me this, I‘érave to more, ~
*  There’s nothing half like love?

When nature wakes soft pity’s coo
The hawk deserts the dove,

Compassion melts the creature through, :

With palpitations feli by few, u
' The ‘wrecking throbs of love.

Let surly discord take its flight
From wedloek’s peaceful grove,
While tmion breaks thé arm of fight,
With darkness swallow’d up in light,

. ° whines is there like love. nee

 

70 A ere ene

Thon mayst relies but think of mé
i When thou’ art gone afar,

Feats
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0037.jpg,37,Book,,"33

‘Where’ er in life thy travels be,
Ji tost along the brackish sea,
""Or borne upon the car.

Thou mayst retire, I care not where,

""Thy name my theme shall be;

With thee i in heart I shall be there,

Conterit thy good or ill to share, S
e' If dead’ to lodge with thee.

Thou mayst retire beyond | the deep,

* And leave thy’ sister train,
To roam the wilds where dangers sleep,
And leave affection sad to weep

ae) lameness ee pal

‘Thou riayet sity and yet be glad
» To leave me thus alone,
"" Lamenting ; and bewailing sad;
Farewell, thy sunk deluded lad
May rise when thou art gone.

 

aoe TRAVELLER.

dis owe! to think of home,

When from my native clime,
Mid lonely vallies pensive | far I roam,
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0038.jpg,38,Book,,"34

Mid rocks and hills where waters roll sublime, -
*Tis sweet to think of home.

My retrospective gaze

Bounds on a dark horizon far behind,

But yet the stars of homely pleasures blaze
And glimmer on my mind,

When pealing thunders roll, )
And roffian winds howl, threat’ning life with
gloom,
‘To Heaven’s kind hand I then commit the
whole,
And smile to think of home.

But cease, my pensive soul,
To languish at departure’s gloomy shrine;
Still look in front and hail the joyful goal, .
The pleasure teeming line.

When on the deep wide sea
{ wander, sailing mid the swelling foam,
Tost from the land by many a long degree,
O, then I think of thee.

I never shail forget
‘The by-gone pleasures of my native shore,
Until the sun of life forbears to set,

And pain is known no more.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0039.jpg,39,Book,,"‘ 85

When nature seems to weep,
And life hangs trembling o’er the watery tomb,
Hope lifts her peaceful sail to brave the deep,
And bids me think of home.

My favorite pigeon rest,
Nor on the plane of sorrow drop thy train,
But on the bough of hope erect thy nest,
Tull friends shall meet again.

Though in the hermit’s cell, eS,
Where eager friends to cheer me fail to come,
Where Zeph’rus seems a joyless tale to tell,

No thought js sweet but home.

 

 

RECENT APPEARANCE OF A LADY,

The joy of meeting one so fair,
Inspires the present stream of song ;
A bonny belle,
That few excell,
And one with whom I few compare,
Though out of sight so long.

It is a cause of much delight,
When lads and lasses meet again;
But, bonny belle,
No long to dwell,
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0040.jpg,40,Book,,"86
For soon, upon the wing of flight,
We haste away in pain.

That long, hid form I smile to trace,
A star emerging out of gloom,
Exalted. belle,
Whose powers impell,
And draw the heart by every grace,
ot ‘he queen of ony bloom. ;

Long out of se bit still in mind,
""Eternal mem’ry holds its grasp;
Still, bonny belle,
""Tis sweet to tell
of thee, when I am left behind
: in sorrow’? ’s lonely clasp.

 

MEDITATION ON A COLD, DARK, AND
we RAINY NIGHT. ;

Sweet on the house top falls the gentle shower,

When jet’ black darkness crowns the silent
hour,

When shrill the owlet pours her hollow tone,

Like some lost child sequester’d and alone, °

When Will’s bewildering wisp begins t to flare,

And Philomela breathes her duleet air,
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0041.jpg,41,Book,,"37

_ *Tis sweet to listen to her nightly tune,
Deprived of star-light or the smiling moon.
When deadly winds sweep round the rural

shed, ;
And tell of strangers. lost, without a bed,
Fond sympathy invokes her dol’rous lay,
And pleasure steals in sorrow’s gloom away, f
Till fost’ring Somnus bids my eyes to close,
And smiling visions open to repose;
Stillon my. soothing couch I lie at ease, :
Still round my chamber flows the whistli
breeze, ‘

Still in the chain of sleep I lie. ‘confined,
‘To all the threat’ning ills of life resign’d,
Regardless of the wand’ring elfe of night,
While phantoms break on my_ immortal sight,
The trump of morning bids my ‘slumbers end,
While from a flood of rest I straight ascend,
When on a busy world I cast my eyes, —
And""think of nightly slumbers with surptise. ”

 

ON AN OLD DELUDED SUITOR:

See sad deluded love, in years too late,. .
With tears aethending o’er the tomb of fate,
While dusky evening’s veil excludes the light
Which in the morning’ broke upon his sight.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0042.jpg,42,Book,," 

38

RS

He now regrets his vain, his fruitless plarij
And sadly wonders at the faults of man.
Tis now from beauty’s torch he wheels aside, _
And strives to soar above affection’s tide;
’Tis now that sorrow feeds thé worm of paitt
With tears which never can the loss regain;
’Tis now he drinks the wormwood and thé
gall, Bea
And all the sweets of early pleasures pally
When from his breast the hope of fortune flies,
‘The songs of transport languish into sighs;
eg: lovely rose, that beamed as she blew,
all the charms of youth the most untrue,
She, with delusive smiles, prevail’d to move
This silly heart into the snare of love ;
Then like a flower closed against thé bee,
Folds her arms and turns her back on me.
When on my fancy’s eye her smiles she shed,
The torch by which deluded love was led,
‘Then, like a lark, from boyhood’s maze I
soar’d, :
And thus in song her flattering’smiles adored.
My heart was then by fondling love betray’d,
A thousand pleasures bloom’d but soon’ to’
fade,
From joy to joy my heart exulting flew,
In quest of one, though fair, yet far from true.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0043.jpg,43,Book,,"39
THE WOODMAN AND MONEY HUNTER:

Throughout our rambles much we find ;
‘The bee trees burst with honey ;

Wild birds we tame of every kind,

At once they seem to be resign’d;

T know but one that lags behind,
There’s nothing lags but money.

Fhe woods afford us much supply,
The opossum, coon, and coney ;
They all are tame and venture nigh,

Regardless of the public eye,
FE know but one among them shy,
‘There’s nothing shy but moncy.

And she lies in the bankrupt shade,
The cunning fox is funny ;

When thus the public debts are paid,

Deceitful cash is not afraid,

Where funds are hid for private trade,
There’s nothing paid but money.

""Phen let us roam the woods along;
And drive the coon and coney ;
Our lead’ is good, our powder strong,
To shoot the pigeons as they throng,

But sing’ no more the idle song,
Nor prowl the chase for money.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0044.jpg,44,Book,,"eee
THE EYE OF LOVE.
3
T know her story-telling eye
Has more expression than her tongiie;
And from that heart-extorted sigh, ©
At once the peal of love is rung.

When that soft eye lets fall a tear
OF doating f fondness as we part, .
The stream is 2 from” a cause sincere,
And issues from a ‘melting heart.

What shall her fluttering’ pulse restrain,
The life-watch beating from her soul,

When all the power, of hate i is slain,
And love permits it no control.

When said her tongue, I ‘en thee well?
Her eye ¢ declared it must be true ;

And every. sentence seem’d to tell
The tale of sorrow told by few.

When low. she ae and wheel’d aside,”
IT saw her blushing ‘temples fade;”

Her smiles were sunk i in sorrow’s tide,”
But love was in her eye —— qd.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0045.jpg,45,Book,,"41
THE SETTING SUN.

’Tis sweet to trace the setting sun
Wheel blushing down the west ;

When his diurnal race is run,

The traveller stops the gloom to shun,
And lodge his bones to rest.

Far from the eye he sinks apace,
But still throws back his light
From oceans of resplendant grace,
Whence sleeping vesper paints her face,
And bids the sun good night.

To those hesperian fields by night
My thoughts in vision stray,

Like spirits stealing into light,

From gloom upon the wing of flight,
Soaring from time away.

Our eagle, with his pinions furl’d,

' Takes his departing peep,

And hails the occidental world,

Swift round whose base the globes are whirl’d,
Whilst weary creatures sleep.

D
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0046.jpg,46,Book,,"42
THE RISING SUN:

""The king of day rides on,
‘Fo give the placid morning birth;
On wheels of glory moves his throne,
Whose light adorns the earth.

When oriée his limpid maid
Has the imperial course begun,
The lark deserts the dusky glade,
And soars to meet the sun.

Up from the orient deep;
Aurora mounts without delay,
With brooms of light the plains to sweep,
And purge the gloom away.
Ye ghostly séenes give way;
Our king is coming now in sighit,
Bearing the diadem of day,
Whose érest expels the night.

Thus we, like birds, retreat
To groves, and hide from ev’ry eye;

Our slumb’ring dust will rise and meet
Its morning in the sky.

The immaterial sun, :
Now hid within enipyreal gloom;
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0047.jpg,47,Book,,"43

Will break forth on a brighter throne,
And call us from the tomb. ‘

 

MEMORY:

Sweet memory, like a pleasing dreamt,
Still lends a dull and feeble ray ;

For ages with her vestige teems,
When beauty’s trace is worn away.

When pleasure, with her harps unstrungs
Sits silent to be heard no more,

Or leaves them on the willows hung,
And pass-time glee forever o’er ;

Still back in smiles thy glory steals
With ev’ning dew drops from thine eyej

The twilight bursting from thy wheels,
Ascends and bids oblivion fly.

Memory, thy bush prevails to bloom,
Design’d to fade, no, never, never;

Will stamp thy vestige on the tomb,
And bid th’ immortal live forever.

When youth’s bright sun has once declined
And bid his smiling day expire,
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0048.jpg,48,Book,,"44

Mem'ry, thy torch steals up behind,
And sets thy hidden stars on fire,

 

PROSPERITY.

Come, thou queen of every creature,
Nature calls thee to her arms ;

Love sits gay on every feature,
Teeming with a thousand charms.

Meet me mid the wreathing bowers, ,
Greet me in the citron grove,

Where I saw the belle of flowers
Dealing with the blooms of love.

Hark! the lowly dove of Sharon,
Bids thee rise and come away, -

From a vale both dry and barren,
Come to one where life is gay.

Come, thou queen of all the forest,
Fair Feronia, mountain glee,

Lovelier than the garden florist,
Or the gaddess of the bee,

Come, Sterculus, and with pleasure,
Fertilize the teeming field ;
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0049.jpg,49,Book,,"45

From thy straw, dissolved at leisure,
Bid the lea her bounty yield.

Come, thou queen of every creature,
Nature calls thee to her arms ;

Love sits gay on every feature,
Teeming with a thousand charms.

DEATH OF GEN. JACKSON—AN EULOGY.

Hark! from the mighty Hero’s tomb,
I hear a voice proclaim !

A sound which fills the world with gloom,
But magnifies his name.

His flight from time let braves deplore,
And wail from state to state,

And sound abroad from shore to shore,
The death of one so great!

He scorn’d to live a captured slave,
And fought his passage through ;

He dies, the prince of all the brave,
And bids the world adieu !

Sing to the mem’ry of his power,
Ye vagrant mountaineers,
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0050.jpg,50,Book,,"46

Ye rustic peasants drop a shower
Of love for him in tears.

He wields the glittering sword no more,
With that transpiercing eye ;

Ceases to roam the mountain o’er,
And gets hint down to die !

Still let the nation spread his fame,
While marehing from his tomb ;

Aloud let all the world proclaim,
Jackson, forever bloom.

No longer to the world confin’d,
He goes down like a star ;
He sets, and leaves his friends behind
' To rein the steed of war.

Hark! from the mighty Hero’s tomb;
I hear a voice proclaim !

A sound which fills the world with gloom,
But magnifies his name ! .

MR. CLAY’S RECEPTION AT RALEIGH,
April, 1844.

 

Salute the august train ! a scene so grand,
With every tuneful band:
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0051.jpg,51,Book,,"47

The mighty brave,
His country bound to save,
Extends his aiding hand ;
For joy his vov'ries hoop and stamp,
Excited by the blaze of pomp!
' Let ev'ry eye
The scene descry,
The sons of freedom’s land.

‘They look ten thousand stars! Iamp tumbler
blaze,
To give the Hero praise !
Immortal Clay,
The cause is to pourtray {
Your tuneful voices raise ;
The lights of oar Columbian sun,
Break from his patriotie throne ;
Let all admire
The faithful sire,
The chief musician plays.

Ye bustling crowds give way, proclaims the
drum,
And give the Patriot room ;
‘The cannon’s sound,
_ ""Phe blastof trumpets bound,
Be this our father’s home ;
- Now let the best musician. play;
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0052.jpg,52,Book,,"48

A skillful tune for Henry Clay !
Let every ear
With transport hear!
The President is come.

Let sister states grect the Columbian feast,
With each admiring guest ;
Thou art our choice!
Let ev’ry joyful voice,
Sound from the east to west ;
Let haughty Albion’s lion roar,
The eagle must prevail to soar ;
And in lovely form,
Above the storm,
Erect her peaceful nest.

Beyond each proud empire she throws her
eye!
Which lifted to the sky,
No thunders roll,
To agitate her soul,
Beneath her feet they fly !
Let skillful fingers sweep the lyre,
Strike ev’ry ear! set hearts on fire!
Let monarchs sleep
Beyond the deep,
And howling faction dic.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0053.jpg,53,Book,," 

49

Nor henee forget. the eeene applauding day,
‘When every heart was pay ;
The universal swell
Rush’d from the loud town bell }
_ In awful, grand array,
We sce them form the bright parade ;
And hark, a gladdening march is play’d!
Along the strect,
The theme is sweet,
For every voice is Clay.

To the Capitol the low and upland peers
Resort with princely fears,
And homage pay ;
A loud huzza for Clay !
Falls on our ears;
Loud from his lips the thunders roll;
- And fill with wonder every soul ;
Round the sire of state
All concentrate,
And é¥ér¥ mortal hears.

CLAY’S DEFEAT.

*Tis the hope of the noble defeated ;
The aim of the marksman is vain
The wish of destruction completed,

The soldier eternally slain.
z

 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0054.jpg,54,Book,," 

—

50

*

When winter succeeds to the summer;
‘The bird is too chilly to sing ;

No music is play’d for the drummer,
No carol is heard on the wing.

The court of a nation forsaken,
An edifice stripp’d of its dome,
its fame from her pinnacle shaken,

Like the sigh heaving downfall of Rome. —

Fall’n, fall’n is the chief of the witty,
The prince of republican power 5
The star-crown of Washington City |

Descends his political tower. _

‘The gold-plated seat is bespoken,
The brave of the west is before’;

The bowl at the fountain is broken,
‘The music of fame is no more.

Wo longer a wonderful story
Ts toll for the brave whig to hear,
Whose sun leaves his circuit of glory,
Or sinks from the light of his sphere.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0055.jpg,55,Book,,"51
THE HAPPY BIRD'S NEST.

When on my cottage falls the placid shower,

When ev’ning calls the labourer home to
rest,

When glad the bee deserts the humid flower,

O then the bird assumes her peaceful nest,

When sable shadows grow unshapely tall,
And Sol’s resplendent wheel descends the
“west,
The knell of respiration tolls fer all,
And Hesper smiles upon the linnet’s nest.

When o’er the mountain bounds the fair ga-
zell,
The night bird tells her day-departing jest,
She gladly leaves her aapcholy dell,
And spreads her pinions o’er the linnet’s
nest.

Then harmless Dian spreads her lucid sail,
And glides through ether with her silver
crest,
Bidding the watchful bird still pour her tale,
‘And cheer the happy linnet on her nest.

Thus may some guardian angel bear her light,
And o’er thy tomb, departed genius, rest,

 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0056.jpg,56,Book,,"52
Whilst thou shalt take thy long eternal flight,
And leave some faithful bird to guard thy
nest. ‘

THE FATE OF AN INNOCENT DOG.

When Tiger left his native yard,

He did not many ills regard,
A-fleet and harness cur ;

Indeed, he was a trusty dog,

And did not through the pastures prog;

The grazing flocks to stir, poor dog,
‘The grazing flocks to’ stir.

i

He through a field by chance was led;
In quest of ganie not far ahead,

And made one active leap ;
When all at once, alarm’d, he spied,
A creature welt'ring on its side,
A deadly wounded sheep, alas !

A deadly wounded sheep.

He there was fill’d with sudden fear,

Apprized of lurking danger near,
And there he left-his trail;

Indeed, he was afraid to yelp,

 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0057.jpg,57,Book,,"53

Nor could he grant the creature help,
But wheel’d and drop’d his tail, poor dog,
But wheel’d and drop’d his tail.

It was his pass-time, pride and fun,

At morn the nimble hare to run,
When frost was on the grass ;

Returning home who should he meet ?

The weather’s owner, coming fleet,

Who scorn’d to let him pass, alas !
Who scorn’d to let him pass.

_Tiger could but his bristles raise,

A surly compliment he pays,
Insulted shows his wrath ;

Returns a just defensive growl,

And does not turn aside to prowl,

But onward keeps the path, poor dog,
But onward keeps the path.

The raging owner found the brute,
But could afford it no recruit,
Nor raise it up to stand ;
*T'was mangled by some other dogs,
A set of detrimental rogues,
Raised up""at no eommand, alas !
Raised up at no command.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0058.jpg,58,Book,,"o4

Sagacious ‘Tiger left his bogs,
But bore the blame of other dogs,
With powder, fire and ball ;
They kill’d the poor, unlawful game,
And then came back and eat the same ;
But Tiger paid for all, poor dog,
But Tiger paid for all.

Let ev’ry harmless dog beware
Lest he be taken in the snare,
And scorn such fields to roam ;
A creature may be fraught with grace,
And suffer for the vile and base,
By straggling off from home, alas!
By straggling off from home.

The blood of creatures oft is spilt,

Who die without a shade of guilt;
Look out, or cease to roam 3

Whilst up and down the world he plays

For pleasure, man in danger strays

Without a friend from home, alas !
Without a friend from home.
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0059.jpg,59,Book,,"is?

eo

55 ‘

THE TIPLER TO HIS BOTTLE.

What hast thou ever done for me?
Defeated every good endeavor;

I never can through life agree

‘lo place my confidence in thee,
Not ever, no, never!

Often have I thy steam admired,
Thou nothing hast avail’d ine ever;

Vain have I thought myself inspired,

Say, have 1 else but pain acquired?
Not ever, no, never!

No earthly geod, no stream of health, :
Flows from thy fount, thou cheerful giver;
From.thee, affluence sinks to stealth,
From thee I pluck no bloom of hezlth,
Whatever, no, never! .
‘Thou canst impart a noble mind,
Power from my tongue flows like a river;
The gas flows dead, I’m left behind,
‘To all that’s evil down confined;
To flourish more never!

With thee I must through life complain,
Thy powers at large will union sever;
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0060.jpg,60,Book,,"56

Disgorge no more thy killing bane,
The bird hope flies from thee in pain,""
To return more never!

 

ROSABELLA—PURITY OF HEART,

Though with an angel’s tongue
I set on fire the congregations all,
""Tis but a brazen bell that I have rung,
And I to nothing fall;
My theme is but an idle air
If Rosabella is not there,

Though I in thunders rave,
And hurl the blaze of orateric flowers,
Others I move, but fail myself to save
With my declaiming powers;
I sink, alas! I:know not where,
If Rosabella is not there.

Though f point ont the way,
And closely circumscribe the path to heaven,
And pour my melting prayer without delay,
And vow my sins forgiven, __
I sinkjinto the gloom despait-

Yf Rosabella is not theré,

 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0061.jpg,61,Book,,"57
Though I may mountains move, é
And make tbe vallies vocal with my song,
I’m vain without a stream of mystic love,
For all my heart is wrong;
I’ve laid myself a eruel snare,
If Resabella is not there.

From bibliothiec stores,
I fly, proclaiming heaven from land to land,
Or cross the seas and reach their distantshores,
Mid Gothic groups to stand;
O, let me of myself beware,
If Rosabella is not there.

Our classic books must fail,
And with their flowery tongues to ashes
, burn,
And not one groat a mortal wit avail
Upon his last return;
Be this the creature’s faithful prayer,
‘That Rosabella may be there.

This spotless maid was born
~ The babe of heaven, and cannot be defiled;
The soul is dead and in a state forlorn
On which she has not smiled;
' Vain are the virile and the fair,
Ae Rosabella be not there.

 
 
  

at
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0062.jpg,62,Book,,"58

When other pleasures tire,
And mortal glories fade to glow no more,
She with the wing of truth augments her fire,
And still prevails to soar;
All else must die, the good and wise,
But Rosabella never dies. .

 

FALSE WEIGHT.

The poor countryinan to a fraudulent lady profess-
ing bright christianity.
If thou art fair, deal, lady, fair,
And let the scules be even;
Forbid the poising beam to rear,
And pull thee down from heaven,

Dost thou desire to die in peace,
°
For evry sin forgiven,
Give back my right, thy weight decrease,
And mount like mine to heaven.

Rather give over to the poor,
Take ten and give eleven;
Or else be fair, I ask no more,
Tis all required of heaven. ""

And when on thee for pay I call, ma

Which is but four for seven, .

 

 
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
The poetical works of George M. Horton,poeticalworksofg00hort_0063.jpg,63,Book,,"59

Keep nothing back, but pay it all,
It is not hid from heaven.

Remember hence the sentence past,
The truth in scripture given,

Last shall be first, and first be last,
In time, in earth, and heaven.

 

DEPARTING SUMMER.

When auburn Autumn mounts the stage,
And Summer fails her charms to yield,
Bleak nature turns another page,
‘To light the glories of the field.

At once the vale declines to bloom,
The forest smiles no longer gay;

Gardens are left without perfume,
‘The rose and lilly pine away.

The orchard bows her fruitless head,
As one divested of her store;

Or like a queen whose train has’ fled,
And left her sad to smile no more.

That bird which breath’d her vernal song,
And hopp’d along the flow’ry spray,
",https://docsouth.unc.edu/fpn/hortonpoem/hortonpoem.html
